timestamp,stop_id,route_id,direction_id,trip_start_date,trip_id,route_long_name,agency_id,origin_stop_id,origin_stop_name,destination_stop_id,destination_stop_name,congestion_level,position_longitude,position_latitude,position_bearing,occupancy_status,vehicle_label,stop_name,stop_lon,stop_lat,current_status,aimed_arrival_time,expected_arrival_time,aimed_departure_time,expected_departure_time,stop_sequence
1643602216,1692570,63689,1,20220130,143715668,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",435308,"IJmuiden, Dennekoplaan",null,4.6457295417785645,52.42985534667969,0.0,null,9816,"Hoofddorp, Spaarne Gasthuis",4.654088,52.324613,IN_TRANSIT_TO,PT28H45M,1643600766,PT28H45M,1643600796,42
1643602227,1692570,63689,1,20220130,143715670,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",1828327,"Haarlem, Station H",null,4.693774700164795,52.29030990600586,0.0,null,9822,"Hoofddorp, Spaarne Gasthuis",4.654088,52.324613,IN_TRANSIT_TO,PT29H15M,1643602554,PT29H15M,1643602554,42
1643602220,1692570,79847,1,20220130,143720668,"Haarlem Station - Amsterdam Bijlmer ArenA",CXX,2340430,"Amsterdam, Station Bijlmer ArenA",1828396,"Haarlem, Station",null,4.869431972503662,52.30384063720703,0.0,null,9803,"Hoofddorp, Spaarne Gasthuis",4.654088,52.324613,IN_TRANSIT_TO,PT29H45M,1643604237,PT29H45M,1643604317,40
1643602216,1828327,63689,1,20220130,143715668,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",435308,"IJmuiden, Dennekoplaan",null,4.6457295417785645,52.42985534667969,0.0,null,9816,"Haarlem, Station H",4.637537,52.387443,IN_TRANSIT_TO,PT29H1M,1643601734,PT29H1M,1643601734,58
1643602220,1828396,79847,1,20220130,143720668,"Haarlem Station - Amsterdam Bijlmer ArenA",CXX,2340430,"Amsterdam, Station Bijlmer ArenA",1828396,"Haarlem, Station",null,4.869431972503662,52.30384063720703,0.0,null,9803,"Haarlem, Station",4.638801,52.387424,IN_TRANSIT_TO,PT30H2M,1643605185,PT30H2M,1643605185,52
1643602216,1861681,63689,1,20220130,143715668,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",435308,"IJmuiden, Dennekoplaan",null,4.6457295417785645,52.42985534667969,0.0,null,9816,"Hoofddorp, De Hoek",4.720146,52.290158,IN_TRANSIT_TO,PT28H34M,1643600142,PT28H34M,1643600142,31
1643602227,1861681,63689,1,20220130,143715670,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",1828327,"Haarlem, Station H",null,4.693774700164795,52.29030990600586,0.0,null,9822,"Hoofddorp, De Hoek",4.720146,52.290158,IN_TRANSIT_TO,PT29H4M,1643602031,PT29H4M,1643602031,31
1643602228,1861681,79830,1,20220130,143715940,"Nieuw-Vennep P+R Getsewoud Zuid - Amsterdam CS",CXX,2431360,"Amsterdam, Centraal Station",2437970,"Nieuw-Vennep, P+R Getsewoud Zuid",null,4.760223865509033,52.30952072143555,0.0,null,2749,"Hoofddorp, De Hoek",4.720146,52.290158,STOPPED_AT,PT29H14M,1643602477,PT29H14M,1643602477,39
1643602220,1861681,79847,1,20220130,143720668,"Haarlem Station - Amsterdam Bijlmer ArenA",CXX,2340430,"Amsterdam, Station Bijlmer ArenA",1828396,"Haarlem, Station",null,4.869431972503662,52.30384063720703,0.0,null,9803,"Hoofddorp, De Hoek",4.720146,52.290158,IN_TRANSIT_TO,PT29H32M,1643603528,PT29H32M,1643603547,28
1643602227,1861681,79854,1,20220130,143728269,"Nieuw-Vennep P+R Getsew - Amsterdam Elandsgracht",CXX,2314239,"Amsterdam, Busstation Elandsgracht",2437970,"Nieuw-Vennep, P+R Getsewoud Zuid",null,4.876527786254883,52.35490417480469,0.0,null,9352,"Hoofddorp, De Hoek",4.720146,52.290158,IN_TRANSIT_TO,PT29H41M,1643604029,PT29H41M,1643604049,31
